Episode Number,English Title,Release Date,Color
912,"The Strongest Man - Pillar of the Bandits, Shutenmaru!","December 1, 2019",#F2F2F2
913,Everyone's Annihilated - Kaido's Bolo Breath of Rage!,"December 8, 2019",#F2F2F2
914,Finally Clashing - The Ferocious Luffy vs. Kaido,"December 15, 2019",#F2F2F2
915,"Destructive! One Shot, One Kill - Thunder Bagua!","December 22, 2019",#F2F2F2
916,Life in Hell! Luffy's Place of Humiliation,"January 5, 2020",#F2F2F2
917,The Holy Land in Tumult - The Emperor Blackbeard Laughts Boldly,"January 12, 2020",#F2F2F2
918,Start of the Action - The Great Plan to Overthrow Kaido,"January 19, 2020",#F2F2F2
919,Great Riot! Prisoner Luffy and Kid!,"January 26, 2020",#F2F2F2
920,Great Reputation! Sanji's Specialty Soba!,"February 2, 2020",#F2F2F2
921,"Magnificent - The Most Beautiful Woman of Wano, Komurasaki","February 9, 2020",#F2F2F2
922,A Tale of Chivalry! Zoro and Tonoyasu's Little Trip!,"February 16, 2020",#F2F2F2
923,A State of Emergency - Big Mom Closes in!,"February 23, 2020",#F2F2F2
924,The Capital in an Uproar! Another Assassin Targets Sanji!,"March 15, 2020",#F2F2F2
925,Great Success - Justice of O-Soba Mask!,"March 22, 2020",#F2F2F2
926,Desperate Situation - The Threatful Orochi Oniwabanshu,"March 29, 2020",#F2F2F2
927,A State of Chaos - Fearsome Snake Shogun Orochi,"April 5, 2020",#F2F2F2
928,A Flower Falls! The Final Moments of the Most Beautiful Woman in Wano Country,"April 12, 2020",#F2F2F2
929,Conciliation of Prisoners - Luffy and Grandpa Hyo!,"April 19, 2020",#F2F2F2
930,All-Star! Queen the Plague Appears!,"June 28, 2020",#F2F2F2
931,Climb - Luffy's Fleeing Play!,"July 5, 2020",#F2F2F2
932,Life or Death - Queen's Sumo Inferno,"July 12, 2020",#F2F2F2
933,Gyukimaru - Duel on Oihagi Bridge,"July 19, 2020",#F2F2F2
934,Great Reversal - Santoryu Beyond the Deadline!,"July 26, 2020",#F2F2F2
935,Amazement of Zoro - True Identity of the Mysterious Beauty,"Aug 2, 2020",#F2F2F2
936,"Approach - Ryuo, the Haki of Wano Country","Aug 9, 2020",#F2F2F2
937,Tonoyasu - The Star of Ebisu Town,"Aug 16, 2020",#F2F2F2
938,Meet Easily - Identity of Ushimitsu Kozo,"Aug 23, 2020",#F2F2F2
939,Malediction - Departure in Song of Tonoyasu,"Aug 30, 2020",#F2F2F2
940,Cruelty - The Reality of SMILE Devil Fruit!,"Sep 6, 2020",#F2F2F2
941,Toko's Tears - Orochi's Painful Bullets!,"Sep 13, 2020",#F2F2F2
942,The Straw Hats Intrudes! Uproar! A Fierce Battle at the Execution Room,"Sep 20, 2020",#F2F2F2
943,Luffy's Determination - Win Through the Sumo Inferno!,"Sep 27, 2020",#F2F2F2
944,The Coming of the Storm! Big Mom's Great Rampage!,"Oct 4, 2020",#F2F2F2
945,A Grudge Over Oshiruko - Luffy Gets into a Desperate Situation,"Oct 11, 2020",#F2F2F2
946,Stop the Emperor of the Sea! Queen's Secret Plan!,"Oct 18, 2020",#F2F2F2
947,Brutal Ammunition!  The Plague Rounds Aim at Luffy!,"Oct 25, 2020",#F2F2F2
948,Start Fighting Back! Luffy and the Red Scabbard Samurai!,"Nov 1, 2020",#F2F2F2
949,We're Here to Win! Luffy's Desperate Scream!,"Nov 8, 2020",#F2F2F2
950,The Warriors' Dreams - Takeover of Udon,"Nov 15, 2020",#F2F2F2
951,Orochi's Pursuers! Ninja Army Corps vs. Zoro,"Nov 22, 2020",#F2F2F2
952,Tensions on Onigashima! Encounter?! The Two Emperors,"Nov 29, 2020",#F2F2F2
953,Hiyori's Confession! Reunion on Oihagi Bridge,"Dec 6, 2020",#F2F2F2
954,Its Name is Enma! Oden's Meito!,"Dec 13, 2020",#F2F2F2
955,A New Alliance?! Kaido's Army Great Assemble,"Dec 20, 2020",#F2F2F2
956,Decisive Battle Draws Near! The Straw Hat Crew Ready for Battle,"Dec 27, 2020",#F2F2F2
957,Big News! The Warlords Attack Incident,"Jan 10, 2021",#F2F2F2
958,The Legendary Battle! Garp and Roger,"Jan 17, 2021",#F2F2F2
959,The Promised Port! Wano Country Arc Act 3 Opening,"Jan 24, 2021",#F2F2F2
960,The Best Samurai in Wano Country! Kouzuki Oden Appears,"Jan 31, 2021",#F2F2F2
961,Tearful Apprentice - Oden and Kin'emon,"Feb 7, 2021",#F2F2F2
962,Moving Fate Drift Ashore! Whitebeard Pirates!,"Feb 14, 2021",#F2F2F2
963,Oden's Determination! Whitebeard's Trials!,"Feb 21, 2021",#F2F2F2
964,Whitebeard's Little Brother! Oden's Great Adventure!,"Feb 28, 2021",#F2F2F2
965,Blades Crossed! Roger and Whitebeard!,"Mar 7, 2021",#F2F2F2
966,Roger's Wish! A New Adventure Begins!,"Mar 21, 2021",#F2F2F2
967,The Bet of a Lifetime! Roger's Adventure,"Mar 28, 2021",#F2F2F2
968,The Pirate King is Born - Arriving at the Last Island!,"Apr 4, 2021",#F2F2F2
969,To the Land of Wano! The Roger Pirates Disband!,"Apr 11, 2021",#F2F2F2
970,Sad News - The Opening of the Great Pirate Era,"Apr 18, 2021",#F2F2F2
971,Raid! Oden and the Nine Red Scabbards,"Apr 25, 2021",#F2F2F2
972,The Moment of Conclusion! Oden vs. Kaido!,"May 2, 2021",#F2F2F2
973,Sentenced to Boil - Oden's Deadly Hour,"May 9, 2021",#F2F2F2
974,"I'm Oden, and I Was Born to Boil","May 16, 2021",#F2F2F2
975,The Burning Castle! The Fate of the Kouzuki Clan!,"May 23, 2021",#F2F2F2
976,Back to the Present! Beyond 20 Years,"May 30, 2021",#F2F2F2
977,Pirates at Sea! Raid! Onward to Onigashima,"June 6, 2021",#F2F2F2
978,The Worst Generation Charges in! The Battle of the Stormy Sea,"June 13, 2021",#F2F2F2
979,Strong Luck!? Leader Kin'emon's Plan,"June 20, 2021",#F2F2F2
980,Promise of Tears! The Kidnapped Momonosuke,"June 27, 2021",#F2F2F2
981,A New Companion! Knight of the Sea Jinbe!,"July 4, 2021",#F2F2F2
982,Kaido's Trump Card - Introducing the Tobi Roppo,"July 11, 2021",#F2F2F2
983,The Seriousness of the Samurai! The Crew Lands on Onigashima,"July 18, 2021",#F2F2F2
984,Luffy Goes Out of Control?! Sneaking into Kaido's Banquet,"July 25, 2021",#F2F2F2
985,Feelings Toward O-tama - Luffy's Furious Blow,"August 1, 2021",#F2F2F2
986,Fighting Music! The Ability to Attack Luffy!,"August 8, 2021",#F2F2F2
987,The Failing Dream? The Plot to Lure Sanji!,"August 15, 2021",#F2F2F2
988,Arrival of Reinforcements! Captain of the Whitebeard Pirates!,"August 22, 2021",#F2F2F2
989,Oath of Man! Fierce Battle of the Brachio Tank,"August 29, 2021",#F2F2F2
990,Thunder Bagua! The Appearance of Kaido's Son,"September 5, 2021",#F2F2F2
991,Enemy or Friend? Luffy and Yamato!,"September 12, 2021",#F2F2F2
992,I Want to Become Oden - Yamato's Desire,"September 19, 2021",#F2F2F2
993,Explosive?! The Handcuffs that Shackle Yamato's Freedom!,"September 26, 2021",#F2F2F2
994,Scabbards One-On-One - Kikunojo vs. Kanjuro,"October 3, 2021",#F2F2F2
995,Raid! Inheriting the Will of Oden,"October 10, 2021",#F2F2F2
996,Onigashima in Tumult- Luffy's All-Out War Begins,"October 24, 2021",#F2F2F2
997,"Moonlight Battle - Berserker ""Sulong""","October 31, 2021",#F2F2F2
998,The Rebellion of Zeus?! Nami's Desperate Situation!,"November 7, 2021",#F2F2F2
999,I'll Protect You - Chance Encounter Yamato and Momonosuke,"November 14, 2021",#F2F2F2
1000,Overwhelming Strength! The Straw Hat Pirates Gather,"November 21, 2021",#F2F2F2
1001,A Dangerous Invitation! Plan to Eradicate Queen,"November 28, 2021",#F2F2F2
1002,A New Rivalry! Nami and Ulti!,"December 5, 2021",#F2F2F2
1003,Tragic Sword! The Red Scabbards vs. Kaido Again,"December 12, 2021",#F2F2F2
1004,The Inherited Technique - The Explosive Secret Sword of Oden,"December 19, 2021",#F2F2F2
RC5,Luffy-senpai Support Project! Barto's Secret Room!,"December 26, 2021",#FF9F80
1005,The Power of Ice Oni! A New Version of the Excite Bullets,"January 9, 2022",#F2F2F2
1006,I Won't Forgive You! Chopper's Determination!,"January 16, 2022",#F2F2F2
1007,Zoro's Pursuit! Ice Oni Tag,"January 23, 2022",#F2F2F2
1008,Nami's Surrender?! Ulti's Wild Headbutt,"January 30, 2022",#F2F2F2
1009,Sasaki's Onslaught - Armored Division vs. Yamato,"February 6, 2022",#F2F2F2
1010,Defeat the Ice Oni - Chopper's Fire Plan!,"February 13, 2022",#F2F2F2
1011,It's Not Okay!! The Spider That Lures Sanji,"February 20, 2022",#F2F2F2
1012,A Comeback Move! Marco The Phoenix's Flame,"February 27, 2022",#F2F2F2
1013,Yamato's Past – The Man Aiming for an Emperor's Head,"March 6, 2022",#F2F2F2
1014,Marco's Tears! The Whitebeard Pirates' Bonds,"April 17, 2022",#F2F2F2
1015,Straw Hat Luffy - The Man Who Will Become the Pirate King,"April 24, 2022",#F2F2F2
RC6,Zoro and Sanji-senpai Admiring Project! Barto's Secret Room 2!,"May 1, 2022",#FF9F80
1016,The Battle of the Monsters! The Three Stubborn Captains,"May 8, 2022",#F2F2F2
1017,A Barrage of Powerful Techniques! The Fierce Attacks of the Worst Generation!,"May 15, 2022",#F2F2F2
1018,Kaido Laughs! Four Emperors vs. New Generation!,"May 22, 2022",#F2F2F2
1019,Otama's Secret Plan! Great Operation Kibi Dango,"May 29, 2022",#F2F2F2
1020,Sanji Screams! SOS Echoing Throughout the Island,"June 5, 2022",#F2F2F2
1021,Spank Strike! Sanji's Suffering with the Woman!,"June 12, 2022",#F2F2F2
1022,No Regrets - The Student and Teacher Bond Between Luffy and the Boss,"June 19, 2022",#F2F2F2
RC7,A Comprehensive Anatomy! The Legend of Kouzuki Oden!,"June 26, 2022",#FF9F80
1023,Preparations OK! Chopperphage Nebulizer,"July 3, 2022",#F2F2F2
1024,Oden Appears! The Confused Hearts of the Red Scabbards!,"July 10, 2022",#F2F2F2
1025,Annihilation of the Worst Generation!? The Powerful Techniques of the Four Emperors!,"July 17, 2022",#F2F2F2
1026,The Supernovas Counterattack! The Four Emperors's Disassembly Operation,"July 24, 2022",#F2F2F2
1027,Protect Luffy! Zoro and Law's Sword Technique,"July 31, 2022",#F2F2F2
15,One Piece Film: Red,"August 6, 2022",#ABCDEF
1028,Beyond the Four Emperors - Luffy's Iron Fist Counterattack,"August 7, 2022",#F2F2F2
1029,A Faint Memory - Luffy and Red-Haired's Daughter Uta,"August 14, 2022",#FFFF79
1030,The Oath of the New Era! Luffy and Uta,"August 21, 2022",#FFFF79
RC8,The Legendary Log! Red-Haired Shanks!,"August 28, 2022",#FF9F80
1031,Nami's Screams - The Desperate Death Race!,"September 4, 2022",#F2F2F2
1032,The Dawn of the Land of Wano - The All-Out Battle Heats Up!,"September 11, 2022",#F2F2F2
1033,Settled! Luffy's Accelerating Fist of the Supreme King,"September 18, 2022",#F2F2F2
1034,Luffy Defeated! The Straw Hats in Jeopardy?!,"September 25, 2022",#F2F2F2
1035,The Beasts Trampled! The End of the Kouzuki Family!,"October 2, 2022",#F2F2F2
RC9,A Comprehensive Anatomy! Fierce Fight! The Five from the New Generation!,"October 9, 2022",#FF9F80
1036,Fight Against the Dark Night - The Commander-in-Chief of Wano Country Sounds Off,"October 16, 2022",#F2F2F2
1037,Believe in Luffy! The Alliance's Counterattack Begins!,"October 23, 2022",#F2F2F2
1038,Nami's Lethal Attack! O-Tama's Desperate Challenge!,"October 30, 2022",#F2F2F2
1039,A Dramatic Increase of Allies! Straw Hats Fight Back!,"November 6, 2022",#F2F2F2
1040,The Pride of a Helmsman - The Enraged Jinbe!,"November 13, 2022",#F2F2F2
1041,Great Battle of Monsters! Yamato and Franky,"November 20, 2022",#F2F2F2
1042,The Predator's Trap - Black Maria's Seduction,"November 27, 2022",#F2F2F2
1043,Slash the Nightmare - Brook's Sword of Ice!,"December 4, 2022",#F2F2F2
1044,"Clutch! A Demon Incarnate, Robin!","December 11, 2022",#F2F2F2
1045,A Spell! Kid and Zoro Facing Threats!,"December 18, 2022",#F2F2F2
RC10,Great Fierce Battle Special! The Straw Hats vs. the Tobi Roppo,"December 25, 2022",#FF9F80
1046,Taking a Chance! Both Wings Go into Battle!,"January 8, 2023",#F2F2F2
1047,Ascend to the Dawn! A Pink Dragon Gets Agitated,"January 15, 2023",#F2F2F2
1048,For the Future! Yamato and the Great Swordsmen's Pledge,"January 22, 2023",#F2F2F2
1049,Luffy Soars! Revenge Against the King of the Beasts,"January 29, 2023",#F2F2F2
1050,Twin Dragons Collide! Momonosuke's Resolve!,"February 5, 2023",#F2F2F2
1051,A Legend All Over Again! Luffy's Fist Roars in the Sky!,"February 12, 2023",#F2F2F2
1052,The Situation has Grown Tense! The End of Onigashima!,"February 19, 2023",#F2F2F2
1053,Sanji's Mutation ? The Two Arms in Crisis!,"February 26, 2023",#F2F2F2
1054,Death to Your Partner! Killer's Deadly Gamble!,"March 19, 2023",#F2F2F2
1055,A Shadowy Figure Pulls the Strings! Onigashima in Flames,"March 26, 2023",#F2F2F2
1056,A Countercharge! Law and Kid's Return-Attack Combination,"April 2, 2023",#F2F2F2
1057,For Luffy - Sanji and Zoro's Oath,"April 9, 2023",#F2F2F2
1058,The Onslaught of Kazenbo - Orochi's Evil Clutches Close in,"April 16, 2023",#F2F2F2
1059,Zoro Faces Adversity - A Monster! King the Wildfire,"April 23, 2023",#F2F2F2
1060,The Secret of Enma! The Cursed Sword Entrusted to Zoro,"April 30, 2023",#F2F2F2
1061,Attack of the Devil! Sanji VS Queen,"May 7, 2023",#F2F2F2
RC11,Great Fierce Battle Special! Zoro vs. an All-Star!,"May 14, 2023",#FF9F80
1062,King of Hell Three Sword Style - Zoro vs. King,"May 21, 2023",#F2F2F2
1063,Luffy Accelerates! The Turning Point of a New Era!,"May 28, 2023",#F2F2F2
1064,Shuron Hakke! A Lawless Dragon Approaches Luffy!,"June 4, 2023",#F2F2F2
1065,"The Destruction of the Alliance?! Fire up, the Will of the New Generation!","June 11, 2023",#F2F2F2
RC12,Great Fierce Battle Special! Alliance Counterattack vs. Big Mom,"June 18, 2023",#FF9F80
1066,Here Comes Main Act! Powerful Techniques of Shockwave and Magnetism,"June 25, 2023",#F2F2F2
1067,Towards A New Era! Conclusion! The Brats' Resolution,"July 2, 2023",#F2F2F2
1068,Moon Princess Echoes! The Final Phase of Wano Country!,"July 9, 2023",#F2F2F2
1069,There is Only One Winner - Luffy vs. Kaidou,"July 16, 2023",#F2F2F2
1070,Luffy is Defeated?! The Determination of Those Left Behind,"July 30, 2023",#F2F2F2
1071,Luffy’s Peak - Attained! Gear 5,"August 6, 2023",#F2F2F2
1072,The Ridiculous Power! Gear 5 in Full Play,"August 13, 2023",#F2F2F2
1073,No Way Out! A Hellish Scene on Onigashima!,"August 20, 2023",#F2F2F2
RC13,Luffy-senpai Support Project! Barto's Secret Room 3!,"August 27, 2023",#FF9F80
1074,Believe in Momo - Luffy's Final Big Move,"September 3, 2023",#F2F2F2
1075,Twenty Years of Prayer! Reclaim Wano Country,"September 10, 2023",#F2F2F2
1076,The World That Luffy Wants!,"September 17, 2023",#F2F2F2
1077,"The Curtain Falls! The Winner, Straw Hat Luffy!","September 24, 2023",#F2F2F2
1078,"He Returns! The Shogun of Wano Country, Kouzuki Momonosuke","October 1, 2023",#F2F2F2
RC14,Luffy-senpai Support Project! Barto's Secret Room 4!,"October 8, 2023",#FF9F80
1079,The Morning Comes! Luffy and the Others Rest!,"October 15, 2023",#F2F2F2
1080,A Celebration Banquet! The New Emperors of the Sea,"October 22, 2023",#F2F2F2
1081,The World Will Burn! The Onslaught of a Marine Admiral!,"October 29, 2023",#F2F2F2
1082,The Coming of the New Era! The Red-Haired's Imperial Rage,"November 5, 2023",#F2F2F2
1083,"The World That Moves On! A New Organization, Cross Guild","November 12, 2023",#F2F2F2
1084,Time to Depart - Wano Country and the Straw Hats,"November 19, 2023",#CCFFFF
1085,The Last Curtain! Luffy and Momonosuke's Vow,"November 26, 2023",#F2F2F2
1086,A New Emperor! Buggy the Star Clown!,"December 3, 2023",#F2F2F2
1087,The War on the Island of Women! A Case Involving Koby the Hero,"December 10, 2023",#F2F2F2
1088,Luffy's Dream,"December 17, 2023",#F2F2F2
RC15,Special Feature! Momonosuke's Path to Becoming a Great Shogun,"December 24, 2023",#FF9F80
1089,Entering a New Chapter! Luffy and Sabo's Paths!,"January 7, 2024",#F2F2F2
1090,A New Island! Future Island Egghead,"January 14, 2024",#F2F2F2
1091,Brimming with the Future! An Adventure on the Island of Science!,"January 21, 2024",#F2F2F2
1,Monsters: 103 Mercies Dragon Damnation,"January 22, 2024",#FFCCCC
1092,Bonney's Lamentation! Darkness Lurking on the Future Island,"January 28, 2024",#F2F2F2
RC16,"Great Fun Project! ""Surgeon of Death"" Trafalgar Law","February 4, 2024",#FF9F80
1093,The Winner Takes All! Law vs. Blackbeard!,"February 11, 2024",#F2F2F2
1094,The Mystery Deepens! Egghead Labophase,"February 18, 2024",#F2F2F2
1095,The Brain of a Genius - Six Vegapunks!,"February 25, 2024",#F2F2F2
1096,A Forbidden Piece of History! A Theory Concerning a Kingdom,"March 3, 2024",#F2F2F2
1097,The Will of Ohara! The Inherited Research,"March 17, 2024",#F2F2F2
1098,The Eccentric Dream of a Genius!,"March 24, 2024",#F2F2F2
1099,Preparations for Interception! Rob Lucci Strikes!,"March 31, 2024",#F2F2F2
1100,Unprecedented Power! Luffy vs Lucci!,"April 7, 2024",#F2F2F2
RC17,Log of Rivalry! The Straw Hats and Cipher Pol,"April 14, 2024",#FF9F80
1101,The Strongest Form of Humanity! The Seraphim's Abilities!,"April 21, 2024",#F2F2F2
1102,Sinister Schemes! The Operation to Escape Egghead,"April 28, 2024",#F2F2F2
1103,Turn Back My Father! Bonney's Futile Wish!,"May 5, 2024",#F2F2F2
1104,A Desperate Situation! The Seraphim's All-out Attack!,"May 12, 2024",#F2F2F2
1105,"A Beautiful Act of Treason! The Spy, Stussy","May 19, 2024",#F2F2F2
1106,Trouble Occurs! Seek Dr. Vegapunk!,"May 26, 2024",#F2F2F2
1107,A Shudder! The Evil Hand Creeping Up on the Laboratory,"June 2, 2024",#F2F2F2
1108,Incomprehensible! The Seraphim's Rebellion!,"June 9, 2024",#F2F2F2
RC18,Making History! The Turbulent Old and New Four Emperors!,"June 16, 2024",#FF9F80
1109,A Tough Decision! An Unusual United Front!,"June 23, 2024",#F2F2F2
1110,Survive! Deadly Combat with the Strongest Form of Humanity!,"June 30, 2024",#F2F2F2
1111,The Second Ohara! The Mastermind's Ambition!,"July 7, 2024",#F2F2F2
1112,Clash! Shanks vs. Eustass Kid!,"July 14, 2024",#F2F2F2
1113,"Run, Koby! A Desperate Escape Strategy","July 28, 2024",#F2F2F2
1114,For the Beloved Pupil - The Fist of Vice Admiral Garp!,"August 4, 2024",#F2F2F2
1115,"The Marines Surprised! Marine Headquarters' Former Admiral, Kuzan","August 11, 2024",#F2F2F2
1116,Let's Go Get It! Buggy's Big Declaration,"August 18, 2024",#F2F2F2
RC19,The Log of Turbulent Revolution - The Revolutionary Army Maneuvers in Secret!,"August 25, 2024",#FF9F80
1117,Sabo Returns - The Shocking Truth to Be Told!,"September 1, 2024",#F2F2F2
1118,The Holy Land in Tumult! Sai and Leo's Full-Power Blow!,"September 8, 2024",#F2F2F2
1119,The Entrusted Message! King Cobra's Resolve,"September 15, 2024",#F2F2F2
1120,The World is Shaken! The Ruler's Judgement and the Five Elder's Actions!,"September 22, 2024",#F2F2F2
RC20,Unwavering Justice! The Marines' Proud Log!,"September 29, 2024",#FF9F80
1121,Garp and Kuzan - A Clash of Justice Between Master and Apprentice,"October 6, 2024",#F2F2F2
1122,The Last Lesson! Impact Inherited,"October 13, 2024",#F2F2F2
SP14,One Piece Fan Letter,"October 20, 2024",#FF9F80
1,The New Beginning! The Straw Hats Reunite!,"November 3, 2024",#FF9F80
2,Set Sail! The Dawn of Adventure to the New World,"November 10, 2024",#FF9F80
3,"A Shocking Revelation - A Great Benefactor, Kuma","November 17, 2024",#FF9F80
4,A Deep Sea Adventure! A Looming Undersea Threat,"November 24, 2024",#FF9F80
5,Undersea Volcanic Eruption! The Straw Hats in Turmoil,"December 1, 2024",#FF9F80
6,Mermaids' Paradise! Landing at Fish-Man Island,"December 8, 2024",#FF9F80
7,A Terror in the Deep Sea! Hody's Ambition,"December 15, 2024",#FF9F80
8,"A Coward Crybaby! Shirahoshi, the Mermaid Princess","December 22, 2024",#FF9F80
9,Kidnapping?! Luffy and Shirahoshi,"December 29, 2024",#FF9F80
10,A Raid Begins! Hody and Decken,"January 5, 2025",#FF9F80
11,Jinbe's Confession - A Shocking History of the Fish-Men,"January 12, 2025",#FF9F80
12,Fish-Man Island's Past! Otohime and Tiger,"January 19, 2025",#FF9F80
7,"Luffy, Law","January 19, 2025",#FFCC99
13,Tiger's Regret - The Future That Otohime Envisions!,"January 26, 2025",#FF9F80
14,The Tragedy of Otohime - Hody Declares War,"February 2, 2025",#FF9F80
15,Hody's Accident! The Princes Strike Back,"February 9, 2025",#FF9F80
16,Shirahoshi's Desperate Cry - Luffy Begins His Attack!,"February 16, 2025",#FF9F80
17,"Battle Royal! The Straw Hats vs. 100,000 Opponents","February 23, 2025",#FF9F80
18,"Fish-Man Island Faces Destruction! Noah, the Ancient Ark","March 2, 2025",#FF9F80
19,Luffy vs. Hody! All-Out Red Hawk,"March 16, 2025",#FF9F80
20,The Promise of the Future - The Road Toward the Sun,"March 23, 2025",#FF9F80
21,"Goodbye, Fish-Man Island! To the New World, the Mightiest Sea in the World","March 30, 2025",#FF9F80
1123,The World Shakes! The Straw Hats' Hostage Situation,"April 5, 2025",#F2F2F2
1124,Completely Surrounded! The Operation to Escape Egghead,"April 6, 2025",#F2F2F2
1125,A Clash of Two Men's Determination! Kizaru and Sentomaru,"April 13, 2025",#F2F2F2
1126,Looming Despair! Admiral Kizaru's Depressing Mission,"April 20, 2025",#F2F2F2
1127,Luffy vs. Kizaru! A Fierce Kaleidoscopic Battle,"April 27, 2025",#F2F2F2
1128,"The Nightmare Strikes - Warrior God of Science and Defense, Saint Saturn","May 4, 2025",#F2F2F2
RC21,Dr. Chopper's Adventure Checkup - The Ballad of a Father and Daughter -,"May 11, 2025",#FF9F80
1129,Kuma's Past - Better Off Dead in This World,"May 18, 2025",#F2F2F2
1130,A History Erased! God Valley of Despair,"May 25, 2025",#F2F2F2
1131,A Fleeting Moment of Happiness - Kumachi and Ginny,"June 1, 2025",#F2F2F2
1132,A Pledge to Ginny - Kuma Becomes a Father,"June 8, 2025",#F2F2F2
1133,To Save His Daughter - Kuma the Timid Pacifist,"June 15, 2025",#F2F2F2
RC22,Dr. Chopper's Adventure Checkup - Good Friends at a Crossroad -,"June 22, 2025",#FF9F80
1134,Cruel Fate - Kuma's Decision as a Father,"June 29, 2025",#F2F2F2
1135,To the Sea Where My Father is! The Future Bonney Chooses,"July 6, 2025",#F2F2F2
1136,Kuma's Life,"July 13, 2025",#F2F2F2
1137,"I'm Sorry, Dad - Bonney's Tears and Kuma's Fist","July 27, 2025",#F2F2F2
1138,"Thank You, Dad - Bonney and Kuma's Warm Embrace","August 3, 2025",#F2F2F2
1139,Destroy Egghead - The Buster Call is Invoked,"August 10, 2025",#F2F2F2
1140,An Admired Hero - The Warrior of Liberation Who Saves Bonney,"August 17, 2025",#F2F2F2
1141,Reliable Reinforcements! Dorry and Brogy Arrive!,"August 24, 2025",#F2F2F2
RC23,Dr. Chopper's Adventure Checkup - The Proud Dream of the Giants -,"August 31, 2025",#FF9F80
1142,"Come In, World - Vegapunk's Message","September 7, 2025",#F2F2F2
1143,Vegapunk's Secret Plan - A Tense Worldwide Broadcast,"September 14, 2025",#F2F2F2
1144,The Worst Nightmare - The Five Elders Come Together,"September 21, 2025",#F2F2F2
